,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
15749,no holiday,299.16,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 16:00:00,6571
15750,no holiday,299.0,0.0,0.0,90,Rain,light rain,2014-07-25 17:00:00,5901
15751,no holiday,298.55,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 18:00:00,4859
15752,no holiday,298.43,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 19:00:00,3692
15753,no holiday,298.03,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 20:00:00,3041
15754,no holiday,297.23,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 21:00:00,2896
15755,no holiday,297.09,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 22:00:00,2756
15756,no holiday,296.88,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 23:00:00,2096
15757,no holiday,296.57,0.0,0.0,90,Clouds,overcast clouds,2014-07-26 00:00:00,1450
15758,no holiday,296.04,0.0,0.0,75,Clouds,broken clouds,2014-07-26 01:00:00,873
15759,no holiday,295.87,0.0,0.0,90,Clouds,overcast clouds,2014-07-26 02:00:00,664
15760,no holiday,295.62,0.0,0.0,75,Clouds,broken clouds,2014-07-26 03:00:00,462
15761,no holiday,295.41,0.0,0.0,75,Clouds,broken clouds,2014-07-26 04:00:00,460
15762,no holiday,294.86,0.0,0.0,1,Mist,mist,2014-07-26 05:00:00,920
15763,no holiday,294.02,0.0,0.0,1,Mist,mist,2014-07-26 06:00:00,1574
15764,no holiday,293.96,0.0,0.0,75,Mist,mist,2014-07-26 07:00:00,2070
15765,no holiday,295.3,0.0,0.0,75,Mist,mist,2014-07-26 08:00:00,2798
15766,no holiday,296.56,0.0,0.0,40,Clouds,scattered clouds,2014-07-26 09:00:00,3440
15767,no holiday,298.58,0.0,0.0,20,Clouds,few clouds,2014-07-26 10:00:00,3948
15768,no holiday,299.5,0.0,0.0,75,Clouds,broken clouds,2014-07-26 11:00:00,4384
15769,no holiday,299.06,0.0,0.0,75,Clouds,broken clouds,2014-07-26 12:00:00,4669
15770,no holiday,299.13,0.0,0.0,75,Clouds,broken clouds,2014-07-26 13:00:00,4798
15771,no holiday,300.84,0.0,0.0,75,Clouds,broken clouds,2014-07-26 14:00:00,4479
15772,no holiday,301.9,0.0,0.0,40,Clouds,scattered clouds,2014-07-26 15:00:00,4531
15773,no holiday,302.46,0.0,0.0,40,Clouds,scattered clouds,2014-07-26 16:00:00,4547
15774,no holiday,302.34,0.0,0.0,40,Clouds,scattered clouds,2014-07-26 17:00:00,4346
15775,no holiday,301.94,0.0,0.0,20,Clouds,few clouds,2014-07-26 18:00:00,3864
15776,no holiday,301.19,0.0,0.0,75,Clouds,broken clouds,2014-07-26 19:00:00,3642
15777,no holiday,300.05,0.0,0.0,40,Clouds,scattered clouds,2014-07-26 20:00:00,3446
15778,no holiday,298.32,0.0,0.0,1,Clear,sky is clear,2014-07-26 21:00:00,3576
15779,no holiday,296.19,0.0,0.0,1,Clear,sky is clear,2014-07-26 22:00:00,3027
15780,no holiday,295.51,0.0,0.0,75,Clouds,broken clouds,2014-07-26 23:00:00,2466
15781,no holiday,295.0,0.0,0.0,90,Clouds,overcast clouds,2014-07-27 00:00:00,1341
15782,no holiday,294.57,0.0,0.0,1,Clear,sky is clear,2014-07-27 01:00:00,997
15783,no holiday,293.96,0.0,0.0,1,Clear,sky is clear,2014-07-27 02:00:00,804
15784,no holiday,292.25,0.0,0.0,1,Clear,sky is clear,2014-07-27 04:00:00,376
15785,no holiday,291.6,0.0,0.0,1,Clear,sky is clear,2014-07-27 05:00:00,562
15786,no holiday,291.2,0.0,0.0,1,Clear,sky is clear,2014-07-27 06:00:00,861
15787,no holiday,291.49,0.0,0.0,20,Clouds,few clouds,2014-07-27 07:00:00,1150
15788,no holiday,291.77,0.0,0.0,75,Clouds,broken clouds,2014-07-27 08:00:00,1735
15789,no holiday,292.2,0.0,0.0,75,Clouds,broken clouds,2014-07-27 09:00:00,2734
15790,no holiday,293.08,0.0,0.0,90,Clouds,overcast clouds,2014-07-27 10:00:00,3420
15791,no holiday,293.91,0.25,0.0,75,Rain,light rain,2014-07-27 11:00:00,4128
15792,no holiday,294.43,0.0,0.0,75,Rain,light rain,2014-07-27 12:00:00,4388
15793,no holiday,295.4,0.0,0.0,75,Rain,light rain,2014-07-27 13:00:00,4403
15794,no holiday,296.48,0.0,0.0,40,Clouds,scattered clouds,2014-07-27 14:00:00,4350
15795,no holiday,296.76,0.32,0.0,75,Rain,light rain,2014-07-27 15:00:00,4385
15796,no holiday,296.49,0.38,0.0,75,Rain,proximity shower rain,2014-07-27 16:00:00,4468
15797,no holiday,292.56,0.25,0.0,1,Rain,light rain,2014-07-30 09:00:00,5519
15798,no holiday,294.66,0.0,0.0,1,Clear,sky is clear,2014-07-30 10:00:00,4996
15799,no holiday,296.16,0.0,0.0,1,Haze,haze,2014-07-30 11:00:00,5273
15800,no holiday,297.72,0.0,0.0,1,Clear,sky is clear,2014-07-30 12:00:00,5573
15801,no holiday,298.64,0.0,0.0,75,Clouds,broken clouds,2014-07-30 13:00:00,5543
15802,no holiday,299.27,0.0,0.0,40,Clouds,scattered clouds,2014-07-30 14:00:00,5966
15803,no holiday,299.59,0.0,0.0,1,Clear,sky is clear,2014-07-30 15:00:00,6151
15804,no holiday,299.71,0.0,0.0,1,Clear,sky is clear,2014-07-30 16:00:00,6537
15805,no holiday,299.34,0.0,0.0,1,Clear,sky is clear,2014-07-30 17:00:00,6317
15806,no holiday,299.01,0.0,0.0,1,Clear,sky is clear,2014-07-30 18:00:00,4986
15807,no holiday,298.04,0.0,0.0,1,Clear,sky is clear,2014-07-30 19:00:00,3773
15808,no holiday,296.26,0.0,0.0,1,Clear,sky is clear,2014-07-30 20:00:00,3309
15809,no holiday,294.33,0.0,0.0,1,Clear,sky is clear,2014-07-30 21:00:00,3255
15810,no holiday,292.61,0.0,0.0,1,Clear,sky is clear,2014-07-30 22:00:00,2407
15811,no holiday,291.85,0.0,0.0,1,Clear,sky is clear,2014-07-30 23:00:00,1330
15812,no holiday,290.61,0.0,0.0,1,Clear,sky is clear,2014-07-31 01:00:00,485
15813,no holiday,290.05,0.0,0.0,1,Clear,sky is clear,2014-07-31 02:00:00,330
15814,no holiday,289.32,0.0,0.0,1,Clear,sky is clear,2014-07-31 03:00:00,424
15815,no holiday,288.89,0.0,0.0,1,Clear,sky is clear,2014-07-31 04:00:00,984
15816,no holiday,288.26,0.0,0.0,1,Clear,sky is clear,2014-07-31 05:00:00,3154
15817,no holiday,288.17,0.0,0.0,1,Clear,sky is clear,2014-07-31 06:00:00,5633
15818,no holiday,288.72,0.0,0.0,20,Clouds,few clouds,2014-07-31 07:00:00,6739
15819,no holiday,290.87,0.0,0.0,1,Clear,sky is clear,2014-07-31 08:00:00,6211
15820,no holiday,293.5,0.0,0.0,1,Clear,sky is clear,2014-07-31 09:00:00,5577
15821,no holiday,295.99,0.0,0.0,1,Clear,sky is clear,2014-07-31 10:00:00,4977
15822,no holiday,297.8,0.0,0.0,1,Clear,sky is clear,2014-07-31 11:00:00,5333
15823,no holiday,298.6,0.0,0.0,1,Clear,sky is clear,2014-07-31 12:00:00,5694
15824,no holiday,299.34,0.0,0.0,1,Clear,sky is clear,2014-07-31 13:00:00,5832
15825,no holiday,300.02,0.0,0.0,1,Clear,sky is clear,2014-07-31 14:00:00,6000
15826,no holiday,300.58,0.0,0.0,1,Clear,sky is clear,2014-07-31 15:00:00,6161
15827,no holiday,301.0,0.0,0.0,1,Clear,sky is clear,2014-07-31 16:00:00,6608
15828,no holiday,300.59,0.0,0.0,1,Clear,sky is clear,2014-07-31 17:00:00,6526
15829,no holiday,300.09,0.0,0.0,1,Clear,sky is clear,2014-07-31 18:00:00,5127
15830,no holiday,299.21,0.0,0.0,1,Clear,sky is clear,2014-07-31 19:00:00,3929
15831,no holiday,297.2,8.64,0.0,1,Rain,heavy intensity rain,2014-07-31 20:00:00,3437
15832,no holiday,294.87,0.0,0.0,1,Clear,sky is clear,2014-07-31 21:00:00,3222
15833,no holiday,293.38,0.0,0.0,1,Clear,sky is clear,2014-07-31 22:00:00,2610
15834,no holiday,292.08,0.51,0.0,1,Rain,light rain,2014-07-31 23:00:00,1641
15835,no holiday,291.39,0.0,0.0,1,Clear,sky is clear,2014-08-01 00:00:00,875
15836,no holiday,291.16,0.0,0.0,1,Clear,sky is clear,2014-08-01 01:00:00,521
15837,no holiday,290.73,0.25,0.0,1,Rain,light rain,2014-08-01 02:00:00,380
15838,no holiday,289.61,0.0,0.0,1,Mist,mist,2014-08-01 04:00:00,890
15839,no holiday,289.35,0.0,0.0,1,Mist,mist,2014-08-01 05:00:00,2958
15840,no holiday,289.27,0.0,0.0,1,Mist,mist,2014-08-01 06:00:00,5515
15841,no holiday,289.47,0.0,0.0,1,Mist,mist,2014-08-01 07:00:00,6479
15842,no holiday,291.72,0.0,0.0,1,Mist,mist,2014-08-01 08:00:00,5787
15843,no holiday,293.62,0.0,0.0,5,Clear,sky is clear,2014-08-01 09:00:00,5363
15844,no holiday,298.89,0.0,0.0,1,Clear,sky is clear,2014-08-01 11:00:00,5764
15845,no holiday,299.92,0.0,0.0,75,Clouds,broken clouds,2014-08-01 12:00:00,5909
15846,no holiday,300.71,0.0,0.0,75,Clouds,broken clouds,2014-08-01 13:00:00,6189
15847,no holiday,301.16,0.0,0.0,40,Clouds,scattered clouds,2014-08-01 14:00:00,6318
15848,no holiday,301.33,0.0,0.0,40,Clouds,scattered clouds,2014-08-01 15:00:00,6272
15849,no holiday,301.61,0.0,0.0,40,Clouds,scattered clouds,2014-08-01 16:00:00,6411
15850,no holiday,301.57,1.78,0.0,40,Rain,moderate rain,2014-08-01 17:00:00,5586
15851,no holiday,301.72,0.0,0.0,24,Clouds,few clouds,2014-08-01 18:00:00,4948
15852,no holiday,298.271,0.0,0.0,24,Clouds,few clouds,2014-08-01 19:00:00,4063
15853,no holiday,293.332,0.0,0.0,32,Rain,light rain,2014-08-01 20:00:00,3339
15854,no holiday,293.332,0.0,0.0,32,Rain,light rain,2014-08-01 21:00:00,3222
15855,no holiday,293.55,0.0,0.0,20,Clouds,few clouds,2014-08-01 22:00:00,2748
15856,no holiday,292.64,0.0,0.0,1,Mist,mist,2014-08-01 23:00:00,2322
15857,no holiday,292.64,0.0,0.0,1,Haze,haze,2014-08-01 23:00:00,2322
15858,no holiday,291.88,0.0,0.0,1,Haze,haze,2014-08-02 00:00:00,1372
15859,no holiday,291.88,0.0,0.0,1,Mist,mist,2014-08-02 00:00:00,1372
15860,no holiday,291.46,0.0,0.0,1,Haze,haze,2014-08-02 01:00:00,1024
15861,no holiday,291.46,0.0,0.0,1,Mist,mist,2014-08-02 01:00:00,1024
15862,no holiday,291.46,0.0,0.0,1,Fog,fog,2014-08-02 01:00:00,1024
15863,no holiday,290.86,0.0,0.0,1,Haze,haze,2014-08-02 02:00:00,736
15864,no holiday,290.86,0.0,0.0,1,Mist,mist,2014-08-02 02:00:00,736
15865,no holiday,300.23,0.0,0.0,5,Clear,sky is clear,2014-08-03 11:00:00,3952
15866,no holiday,300.9,0.0,0.0,1,Clear,sky is clear,2014-08-03 12:00:00,4444
15867,no holiday,301.4,0.0,0.0,1,Clear,sky is clear,2014-08-03 13:00:00,4741
15868,no holiday,301.9,0.0,0.0,40,Clouds,scattered clouds,2014-08-03 14:00:00,4720
15869,no holiday,302.4,0.0,0.0,1,Clear,sky is clear,2014-08-03 15:00:00,4723
15870,no holiday,302.06,0.0,0.0,1,Rain,light rain,2014-08-03 16:00:00,4427
15871,no holiday,301.23,0.0,0.0,1,Clear,sky is clear,2014-08-03 17:00:00,4441
15872,no holiday,301.07,0.0,0.0,40,Thunderstorm,thunderstorm,2014-08-03 18:00:00,4222
15873,no holiday,299.9,0.0,0.0,1,Thunderstorm,proximity thunderstorm,2014-08-03 19:00:00,3598
15874,no holiday,297.92,0.0,0.0,40,Clouds,scattered clouds,2014-08-03 20:00:00,3298
15875,no holiday,296.64,0.0,0.0,75,Rain,light rain,2014-08-03 21:00:00,2899
15876,no holiday,295.82,0.0,0.0,1,Rain,light rain,2014-08-03 22:00:00,2043
15877,no holiday,294.38,0.0,0.0,1,Clear,sky is clear,2014-08-03 23:00:00,1195
15878,no holiday,293.84,0.0,0.0,1,Mist,mist,2014-08-04 00:00:00,687
15879,no holiday,293.98,0.0,0.0,75,Clouds,broken clouds,2014-08-04 01:00:00,479
15880,no holiday,292.15,0.0,0.0,1,Mist,mist,2014-08-04 05:00:00,3104
15881,no holiday,291.99,0.0,0.0,1,Mist,mist,2014-08-04 06:00:00,5592
15882,no holiday,292.3,0.0,0.0,20,Mist,mist,2014-08-04 07:00:00,6550
15883,no holiday,292.65,0.0,0.0,90,Mist,mist,2014-08-04 08:00:00,6069
15884,no holiday,293.77,0.0,0.0,75,Mist,mist,2014-08-04 09:00:00,5100
15885,no holiday,293.77,0.0,0.0,75,Rain,light rain,2014-08-04 09:00:00,5100
15886,no holiday,294.92,0.0,0.0,40,Mist,mist,2014-08-04 10:00:00,4573
15887,no holiday,295.05,0.0,0.0,40,Rain,light rain,2014-08-04 11:00:00,5090
15888,no holiday,296.9,0.0,0.0,40,Haze,haze,2014-08-04 12:00:00,5274
15889,no holiday,298.15,0.0,0.0,75,Haze,haze,2014-08-04 13:00:00,5240
15890,no holiday,299.15,0.0,0.0,40,Clouds,scattered clouds,2014-08-04 14:00:00,5596
15891,no holiday,299.65,0.0,0.0,1,Clear,sky is clear,2014-08-04 15:00:00,5980
15892,no holiday,299.9,0.0,0.0,1,Clear,sky is clear,2014-08-04 16:00:00,6596
15893,no holiday,299.57,0.0,0.0,1,Clear,sky is clear,2014-08-04 17:00:00,6077
15894,no holiday,299.49,0.0,0.0,1,Clear,sky is clear,2014-08-04 18:00:00,4663
15895,no holiday,298.77,0.0,0.0,1,Clear,sky is clear,2014-08-04 19:00:00,3558
15896,no holiday,296.77,0.0,0.0,1,Clear,sky is clear,2014-08-04 20:00:00,3048
15897,no holiday,295.15,0.0,0.0,1,Clear,sky is clear,2014-08-04 21:00:00,2641
15898,no holiday,293.92,0.0,0.0,1,Clear,sky is clear,2014-08-04 22:00:00,1891
15899,no holiday,292.77,0.0,0.0,1,Clear,sky is clear,2014-08-04 23:00:00,1158
15900,no holiday,291.77,0.0,0.0,1,Mist,mist,2014-08-05 00:00:00,638
15901,no holiday,290.9,0.0,0.0,1,Fog,fog,2014-08-05 01:00:00,424
15902,no holiday,290.77,0.0,0.0,40,Fog,fog,2014-08-05 02:00:00,346
15903,no holiday,289.92,0.0,0.0,1,Mist,mist,2014-08-05 03:00:00,432
15904,no holiday,289.92,0.0,0.0,1,Fog,fog,2014-08-05 03:00:00,432
15905,no holiday,289.6,0.0,0.0,1,Mist,mist,2014-08-05 04:00:00,965
15906,no holiday,289.6,0.0,0.0,1,Fog,fog,2014-08-05 04:00:00,965
15907,no holiday,289.15,0.0,0.0,1,Mist,mist,2014-08-05 05:00:00,3172
15908,no holiday,288.99,0.0,0.0,1,Mist,mist,2014-08-05 06:00:00,5627
15909,no holiday,289.23,0.0,0.0,1,Mist,mist,2014-08-05 07:00:00,6886
15910,no holiday,290.46,0.0,0.0,1,Clear,sky is clear,2014-08-05 08:00:00,6204
15911,no holiday,292.6,0.0,0.0,75,Clouds,broken clouds,2014-08-05 09:00:00,5157
15912,no holiday,294.48,0.0,0.0,1,Clear,sky is clear,2014-08-05 10:00:00,4808
15913,no holiday,296.15,0.0,0.0,20,Clouds,few clouds,2014-08-05 11:00:00,5117
15914,no holiday,297.07,0.0,0.0,1,Clear,sky is clear,2014-08-05 12:00:00,5348
15915,no holiday,297.9,0.0,0.0,75,Clouds,broken clouds,2014-08-05 13:00:00,5312
15916,no holiday,298.65,0.0,0.0,1,Clear,sky is clear,2014-08-05 14:00:00,5520
15917,no holiday,298.9,0.0,0.0,40,Clouds,scattered clouds,2014-08-05 15:00:00,6027
15918,no holiday,299.22,0.0,0.0,75,Clouds,broken clouds,2014-08-05 16:00:00,6794
15919,no holiday,299.65,0.0,0.0,40,Haze,haze,2014-08-05 17:00:00,6538
15920,no holiday,299.07,0.0,0.0,1,Clear,sky is clear,2014-08-05 18:00:00,4940
15921,no holiday,297.92,0.0,0.0,75,Clouds,broken clouds,2014-08-05 19:00:00,3694
15922,no holiday,296.22,0.0,0.0,1,Clear,sky is clear,2014-08-05 20:00:00,3288
15923,no holiday,294.37,0.0,0.0,1,Clear,sky is clear,2014-08-05 21:00:00,2811
15924,no holiday,292.45,0.0,0.0,1,Clear,sky is clear,2014-08-05 22:00:00,2027
15925,no holiday,290.98,0.0,0.0,1,Clear,sky is clear,2014-08-05 23:00:00,1270
15926,no holiday,290.3,0.0,0.0,1,Mist,mist,2014-08-06 00:00:00,655
15927,no holiday,289.61,0.0,0.0,1,Mist,mist,2014-08-06 01:00:00,478
15928,no holiday,288.84,0.0,0.0,1,Mist,mist,2014-08-06 02:00:00,359
15929,no holiday,288.38,0.0,0.0,1,Fog,fog,2014-08-06 03:00:00,401
15930,no holiday,288.38,0.0,0.0,1,Mist,mist,2014-08-06 03:00:00,401
15931,no holiday,287.92,0.0,0.0,1,Mist,mist,2014-08-06 04:00:00,979
15932,no holiday,287.92,0.0,0.0,1,Fog,fog,2014-08-06 04:00:00,979
15933,no holiday,287.38,0.0,0.0,1,Mist,mist,2014-08-06 05:00:00,3177
15934,no holiday,287.38,0.0,0.0,1,Fog,fog,2014-08-06 05:00:00,3177
15935,no holiday,287.3,0.0,0.0,1,Mist,mist,2014-08-06 06:00:00,5785
15936,no holiday,287.3,0.0,0.0,1,Fog,fog,2014-08-06 06:00:00,5785
15937,no holiday,288.3,0.0,0.0,1,Fog,fog,2014-08-06 07:00:00,6386
15938,no holiday,288.3,0.0,0.0,1,Mist,mist,2014-08-06 07:00:00,6386
15939,no holiday,290.96,0.0,0.0,1,Clear,sky is clear,2014-08-06 08:00:00,6318
15940,no holiday,294.22,0.0,0.0,1,Clear,sky is clear,2014-08-06 09:00:00,5311
15941,no holiday,296.61,0.0,0.0,75,Clouds,broken clouds,2014-08-06 10:00:00,5087
15942,no holiday,298.4,0.0,0.0,1,Clear,sky is clear,2014-08-06 11:00:00,5521
15943,no holiday,299.15,0.0,0.0,1,Clear,sky is clear,2014-08-06 12:00:00,5528
15944,no holiday,299.98,0.0,0.0,75,Clouds,broken clouds,2014-08-06 13:00:00,5312
15945,no holiday,300.4,0.0,0.0,40,Clouds,scattered clouds,2014-08-06 14:00:00,5869
15946,no holiday,301.15,0.0,0.0,40,Clouds,scattered clouds,2014-08-06 15:00:00,6025
15947,no holiday,300.98,0.0,0.0,40,Clouds,scattered clouds,2014-08-06 16:00:00,6688
15948,no holiday,301.07,0.0,0.0,75,Clouds,broken clouds,2014-08-06 17:00:00,6254
15949,no holiday,300.98,0.0,0.0,75,Clouds,broken clouds,2014-08-06 18:00:00,4970
15950,no holiday,299.61,0.0,0.0,75,Clouds,broken clouds,2014-08-06 19:00:00,3783
15951,no holiday,298.15,0.0,0.0,75,Clouds,broken clouds,2014-08-06 20:00:00,3255
15952,no holiday,295.84,0.0,0.0,1,Clear,sky is clear,2014-08-06 21:00:00,2961
15953,no holiday,294.14,0.0,0.0,1,Clear,sky is clear,2014-08-06 22:00:00,2205
15954,no holiday,293.14,0.0,0.0,40,Clouds,scattered clouds,2014-08-06 23:00:00,1362
15955,no holiday,291.98,0.0,0.0,1,Clear,sky is clear,2014-08-07 00:00:00,725
15956,no holiday,291.31,0.0,0.0,1,Mist,mist,2014-08-07 01:00:00,471
15957,no holiday,290.68,0.0,0.0,1,Clear,sky is clear,2014-08-07 02:00:00,381
15958,no holiday,289.99,0.0,0.0,1,Mist,mist,2014-08-07 03:00:00,424
15959,no holiday,300.48,0.0,0.0,1,Clear,sky is clear,2014-08-07 14:00:00,5824
15960,no holiday,300.4,0.0,0.0,40,Clouds,scattered clouds,2014-08-07 15:00:00,6171
15961,no holiday,300.99,0.0,0.0,1,Clear,sky is clear,2014-08-07 16:00:00,6731
15962,no holiday,300.48,0.0,0.0,1,Clear,sky is clear,2014-08-07 17:00:00,6278
15963,no holiday,299.98,0.0,0.0,40,Clouds,scattered clouds,2014-08-07 18:00:00,5121
15964,no holiday,299.15,0.0,0.0,1,Clear,sky is clear,2014-08-07 19:00:00,3826
15965,no holiday,297.65,0.0,0.0,40,Clouds,scattered clouds,2014-08-07 20:00:00,3441
15966,no holiday,295.46,0.0,0.0,1,Clear,sky is clear,2014-08-07 21:00:00,3274
15967,no holiday,294.69,0.0,0.0,1,Clear,sky is clear,2014-08-07 22:00:00,2479
15968,no holiday,294.48,0.0,0.0,90,Clouds,overcast clouds,2014-08-07 23:00:00,1491
15969,no holiday,293.45,0.0,0.0,40,Clouds,scattered clouds,2014-08-08 00:00:00,848
15970,no holiday,292.38,0.0,0.0,1,Clear,sky is clear,2014-08-08 01:00:00,516
15971,no holiday,287.586,0.0,0.0,92,Rain,light rain,2015-06-11 20:00:00,2886
15972,no holiday,297.543,0.0,0.0,0,Clear,Sky is Clear,2015-06-12 18:00:00,4380
15973,no holiday,292.061,0.0,0.0,8,Clear,sky is clear,2015-06-12 20:00:00,3095
15974,no holiday,292.061,0.0,0.0,8,Clear,sky is clear,2015-06-12 21:00:00,3299
15975,no holiday,294.84,0.0,0.0,76,Clouds,broken clouds,2015-06-13 21:00:00,3040
15976,no holiday,293.137,0.0,0.0,56,Clouds,broken clouds,2015-06-13 23:00:00,2051
15977,no holiday,296.064,0.0,0.0,88,Rain,light rain,2015-06-14 20:00:00,2909
15978,no holiday,299.007,0.0,0.0,0,Clear,Sky is Clear,2015-06-19 18:00:00,4681
15979,no holiday,295.369,0.0,0.0,88,Rain,light rain,2015-06-20 18:00:00,4045
15980,no holiday,293.514,0.0,0.0,12,Clouds,few clouds,2015-06-22 00:00:00,742
15981,no holiday,295.744,0.0,0.0,12,Clouds,few clouds,2015-06-22 18:00:00,4415
15982,no holiday,287.741,0.0,0.0,0,Clear,Sky is Clear,2015-06-24 04:00:00,923
15983,no holiday,290.225,0.0,0.0,0,Clear,Sky is Clear,2015-06-24 06:00:00,5834
15984,no holiday,290.225,0.0,0.0,0,Clear,Sky is Clear,2015-06-24 07:00:00,5401
15985,no holiday,290.225,0.0,0.0,0,Clear,Sky is Clear,2015-06-24 08:00:00,5097
15986,no holiday,297.003,0.0,0.0,36,Clouds,scattered clouds,2015-06-24 10:00:00,4723
15987,no holiday,299.882,0.0,0.0,24,Clouds,few clouds,2015-06-24 11:00:00,4947
15988,no holiday,299.882,0.0,0.0,24,Clouds,few clouds,2015-06-24 13:00:00,5000
15989,no holiday,301.221,0.0,0.0,12,Clouds,few clouds,2015-06-24 14:00:00,5247
15990,no holiday,301.221,0.0,0.0,12,Clouds,few clouds,2015-06-24 15:00:00,5830
15991,no holiday,301.221,0.0,0.0,12,Clouds,few clouds,2015-06-24 16:00:00,6393
15992,no holiday,297.91,0.0,0.0,92,Rain,light rain,2015-06-24 18:00:00,4658
15993,no holiday,297.91,0.0,0.0,92,Rain,light rain,2015-06-24 19:00:00,3378
15994,no holiday,297.91,0.0,0.0,92,Rain,light rain,2015-06-24 20:00:00,3028
15995,no holiday,291.896,0.0,0.0,92,Rain,moderate rain,2015-06-24 21:00:00,2929
15996,no holiday,291.896,0.0,0.0,92,Rain,moderate rain,2015-06-24 22:00:00,2119
15997,no holiday,291.896,0.0,0.0,92,Rain,moderate rain,2015-06-24 23:00:00,1205
15998,no holiday,291.616,0.0,0.0,88,Rain,light rain,2015-06-25 00:00:00,762
15999,no holiday,291.616,0.0,0.0,88,Rain,light rain,2015-06-25 02:00:00,334
16000,no holiday,291.093,0.0,0.0,88,Rain,light rain,2015-06-25 03:00:00,352
16001,no holiday,299.34,0.0,0.0,1,Clear,sky is clear,2015-06-25 13:00:00,5116
16002,no holiday,299.53,0.0,0.0,75,Clouds,broken clouds,2015-06-25 14:00:00,5264
16003,no holiday,299.9,0.0,0.0,40,Clouds,scattered clouds,2015-06-25 15:00:00,6122
16004,no holiday,299.8,0.0,0.0,40,Clouds,scattered clouds,2015-06-25 16:00:00,6277
16005,no holiday,299.52,0.0,0.0,75,Clouds,broken clouds,2015-06-25 17:00:00,5996
16006,no holiday,298.52,0.0,0.0,1,Clear,sky is clear,2015-06-25 19:00:00,3843
16007,no holiday,297.46,0.0,0.0,1,Clear,sky is clear,2015-06-25 20:00:00,3207
16008,no holiday,295.25,0.0,0.0,1,Clear,sky is clear,2015-06-25 21:00:00,3189
16009,no holiday,293.36,0.0,0.0,1,Clear,sky is clear,2015-06-25 22:00:00,2469
16010,no holiday,292.11,0.0,0.0,1,Clear,sky is clear,2015-06-25 23:00:00,1507
16011,no holiday,291.4,0.0,0.0,1,Clear,sky is clear,2015-06-26 00:00:00,865
16012,no holiday,290.54,0.0,0.0,1,Clear,sky is clear,2015-06-26 01:00:00,495
16013,no holiday,290.35,0.0,0.0,1,Clear,sky is clear,2015-06-26 02:00:00,384
16014,no holiday,289.83,0.0,0.0,1,Clear,sky is clear,2015-06-26 04:00:00,866
16015,no holiday,289.32,0.0,0.0,1,Clear,sky is clear,2015-06-26 05:00:00,2735
16016,no holiday,289.55,0.0,0.0,1,Clear,sky is clear,2015-06-26 06:00:00,5588
16017,no holiday,291.77,0.0,0.0,1,Clear,sky is clear,2015-06-26 08:00:00,5031
16018,no holiday,295.3,0.0,0.0,1,Clear,sky is clear,2015-06-26 10:00:00,4428
16019,no holiday,296.8,0.0,0.0,1,Haze,haze,2015-06-26 11:00:00,4501
16020,no holiday,299.0,0.0,0.0,1,Clear,sky is clear,2015-06-26 13:00:00,4313
16021,no holiday,299.33,0.0,0.0,1,Clear,sky is clear,2015-06-26 14:00:00,5118
16022,no holiday,299.5,0.0,0.0,1,Clear,sky is clear,2015-06-26 15:00:00,5833
16023,no holiday,299.64,0.0,0.0,40,Clouds,scattered clouds,2015-06-26 16:00:00,6002
16024,no holiday,298.27,0.55,0.0,75,Rain,light rain,2015-06-26 17:00:00,5319
16025,no holiday,298.27,0.55,0.0,75,Thunderstorm,proximity thunderstorm,2015-06-26 17:00:00,5319
16026,no holiday,296.23,0.55,0.0,40,Rain,moderate rain,2015-06-26 18:00:00,4416
16027,no holiday,296.23,0.55,0.0,40,Thunderstorm,proximity thunderstorm,2015-06-26 18:00:00,4416
16028,no holiday,295.88,1.02,0.0,40,Rain,moderate rain,2015-06-26 19:00:00,3612
16029,no holiday,295.88,1.02,0.0,40,Thunderstorm,proximity thunderstorm,2015-06-26 19:00:00,3612
16030,no holiday,294.59,0.0,0.0,90,Rain,moderate rain,2015-06-26 20:00:00,3125
16031,no holiday,292.7,0.0,0.0,1,Thunderstorm,proximity thunderstorm,2015-06-26 21:00:00,3441
16032,no holiday,291.36,0.0,0.0,1,Rain,light rain,2015-06-26 22:00:00,3038
16033,no holiday,290.23,0.0,0.0,1,Clear,sky is clear,2015-06-26 23:00:00,2102
16034,no holiday,289.44,0.0,0.0,1,Clear,sky is clear,2015-06-27 00:00:00,1468
16035,no holiday,289.0,0.0,0.0,1,Clear,sky is clear,2015-06-27 01:00:00,829
16036,no holiday,288.65,0.0,0.0,1,Clear,sky is clear,2015-06-27 02:00:00,672
16037,no holiday,288.08,0.6,0.0,1,Rain,light rain,2015-06-27 03:00:00,452
16038,no holiday,288.08,0.6,0.0,1,Mist,mist,2015-06-27 03:00:00,452
16039,no holiday,287.44,0.0,0.0,1,Mist,mist,2015-06-27 04:00:00,513
16040,no holiday,287.16,0.0,0.0,1,Mist,mist,2015-06-27 05:00:00,847
16041,no holiday,286.92,0.0,0.0,1,Mist,mist,2015-06-27 06:00:00,1371
